utt_id,text,h,s,b,dimmer,tag
129,살며시 부엌의 바람 부는 공기가 lonely하게 느껴진다,229,56,45,26,lonely
130,살며시 베란다의 바람 부는 공기가 calm하게 느껴진다,39,42,48,46,calm
131,낮 베란다에 포근한 분위기가 sad하게 다가온다,228,49,39,30,sad
132,어느새 밤 도서관에서 바람 부는 기운이 흘러가는 느낌이다,26,80,84,59,warm
133,오후 서재에 안개 낀 분위기가 sleepy하게 다가온다,223,38,20,40,sleepy
134,어느새 베란다의 바람 부는 공기가 lonely하게 느껴진다,236,56,30,25,lonely
135,살며시 서재의 포근한 공기가 anxious하게 느껴진다,200,69,53,53,anxious
136,어느새 평일 복도에서 안개 낀 기운이 머무는 느낌이다,43,49,47,65,calm
137,살며시 사무실의 안개 낀 공기가 happy하게 느껴진다,55,84,100,84,happy
138,낮 방에 바람 부는 분위기가 grateful하게 다가온다,107,70,88,92,grateful
139,오후 방에 흐린 분위기가 tired하게 다가온다,28,55,49,32,tired
140,조용히 도서관의 안개 낀 공기가 energetic하게 느껴진다,69,96,99,93,energetic
141,평일 서재에 맑은 분위기가 calm하게 다가온다,20,68,49,59,calm
142,저녁 사무실에 포근한 분위기가 focused하게 다가온다,209,88,65,76,focused
143,살며시 저녁 사무실에서 바람 부는 기운이 머무는 느낌이다,25,55,52,37,tired
144,오후 거실에 맑은 분위기가 tired하게 다가온다,36,40,41,42,tired
145,어느새 도서관의 바람 부는 공기가 natural하게 느껴진다,62,44,85,83,natural
146,가만히 사무실의 비 오는 공기가 energetic하게 느껴진다,89,98,97,97,energetic
147,가만히 저녁 부엌에서 바람 부는 기운이 머무는 느낌이다,62,100,98,90,energetic
148,조용히 부엌의 바람 부는 공기가 romantic하게 느껴진다,268,100,91,74,romantic
149,아침 서재에 쌀쌀한 분위기가 focused하게 다가온다,195,83,65,73,focused
150,조용히 평일 거실에서 바람 부는 기운이 머무는 느낌이다,219,50,39,25,lonely
151,어느새 저녁 도서관에서 쌀쌀한 기운이 맴도는 느낌이다,29,58,35,48,tired
152,가만히 베란다의 바람 부는 공기가 natural하게 느껴진다,34,45,84,73,natural
153,밤 베란다에 흐린 분위기가 focused하게 다가온다,188,82,80,60,focused
154,평일 서재에 안개 낀 분위기가 romantic하게 다가온다,275,93,76,66,romantic
155,평일 복도에 포근한 분위기가 angry하게 다가온다,353,100,83,73,angry
156,어느새 밤 부엌에서 비 오는 기운이 흘러가는 느낌이다,295,92,84,62,romantic
157,천천히 밤 거실에서 바람 부는 기운이 스며드는 느낌이다,0,95,73,75,angry
158,어느새 평일 사무실에서 바람 부는 기운이 머무는 느낌이다,81,96,96,96,energetic
159,조용히 저녁 서재에서 흐린 기운이 흘러가는 느낌이다,62,84,90,86,happy
160,살며시 거실의 안개 낀 공기가 calm하게 느껴진다,40,51,41,45,calm
161,조용히 저녁 사무실에서 쌀쌀한 기운이 번지는 느낌이다,197,72,46,56,anxious
162,조용히 사무실의 흐린 공기가 calm하게 느껴진다,56,55,49,57,calm
163,가만히 평일 사무실에서 바람 부는 기운이 감싸는 느낌이다,93,77,88,86,grateful
164,새벽 베란다에 바람 부는 분위기가 romantic하게 다가온다,273,94,81,78,romantic
165,문득 거실의 흐린 공기가 warm하게 느껴진다,20,94,89,73,warm
166,평일 서재에 쌀쌀한 분위기가 warm하게 다가온다,37,88,74,63,warm
167,어느새 낮 도서관에서 바람 부는 기운이 감싸는 느낌이다,188,80,47,50,anxious
168,조용히 도서관의 쌀쌀한 공기가 angry하게 느껴진다,356,100,89,74,angry
169,새벽 베란다에 흐린 분위기가 calm하게 다가온다,39,61,47,62,calm
170,천천히 방의 쌀쌀한 공기가 angry하게 느껴진다,357,99,82,83,angry
171,문득 사무실의 안개 낀 공기가 anxious하게 느껴진다,191,60,58,52,anxious
172,조용히 도서관의 맑은 공기가 sad하게 느껴진다,234,62,38,32,sad
173,문득 오후 사무실에서 안개 낀 기운이 맴도는 느낌이다,230,66,43,47,sad
174,천천히 오후 거실에서 포근한 기운이 번지는 느낌이다,212,62,64,46,anxious
175,오후 도서관에 바람 부는 분위기가 calm하게 다가온다,33,53,50,55,calm
176,오후 거실에 포근한 분위기가 anxious하게 다가온다,213,71,54,54,anxious
177,어느새 베란다의 바람 부는 공기가 calm하게 느껴진다,24,47,54,61,calm
178,어느새 낮 서재에서 포근한 기운이 머무는 느낌이다,198,71,66,75,focused
179,주말 베란다에 쌀쌀한 분위기가 uncomfortable하게 다가온다,355,42,21,36,uncomfortable
180,어느새 베란다의 비 오는 공기가 focused하게 느껴진다,196,77,78,76,focused
181,천천히 새벽 복도에서 바람 부는 기운이 머무는 느낌이다,195,32,32,35,sleepy
182,문득 도서관의 흐린 공기가 energetic하게 느껴진다,73,97,95,92,energetic
183,가만히 새벽 서재에서 비 오는 기운이 흘러가는 느낌이다,37,68,54,58,calm
184,가만히 베란다의 바람 부는 공기가 anxious하게 느껴진다,218,63,58,41,anxious
185,문득 서재의 바람 부는 공기가 uncomfortable하게 느껴진다,7,48,21,30,uncomfortable
186,가만히 사무실의 흐린 공기가 sleepy하게 느껴진다,214,25,17,34,sleepy
187,가만히 오후 서재에서 포근한 기운이 감싸는 느낌이다,356,95,85,84,angry
188,밤 베란다에 비 오는 분위기가 natural하게 다가온다,36,47,86,73,natural
189,평일 복도에 포근한 분위기가 sleepy하게 다가온다,210,35,26,28,sleepy
190,평일 베란다에 포근한 분위기가 anxious하게 다가온다,204,73,46,55,anxious
191,가만히 저녁 베란다에서 흐린 기운이 스며드는 느낌이다,43,45,83,84,natural
192,어느새 서재의 흐린 공기가 energetic하게 느껴진다,57,99,98,95,energetic
193,천천히 사무실의 포근한 공기가 grateful하게 느껴진다,107,71,84,77,grateful
194,밤 베란다에 흐린 분위기가 warm하게 다가온다,30,81,85,57,warm
195,살며시 도서관의 비 오는 공기가 angry하게 느껴진다,359,99,76,70,angry
196,조용히 부엌의 쌀쌀한 공기가 uncomfortable하게 느껴진다,3,57,33,26,uncomfortable
197,평일 도서관에 맑은 분위기가 romantic하게 다가온다,285,91,81,69,romantic
198,살며시 주말 방에서 흐린 기운이 맴도는 느낌이다,16,59,36,42,uncomfortable
199,가만히 주말 방에서 흐린 기운이 번지는 느낌이다,187,69,47,55,anxious
200,낮 서재에 포근한 분위기가 energetic하게 다가온다,52,97,95,91,energetic
201,가만히 오후 방에서 바람 부는 기운이 스며드는 느낌이다,41,53,87,72,natural
202,가만히 밤 부엌에서 쌀쌀한 기운이 맴도는 느낌이다,29,54,28,41,uncomfortable
203,평일 서재에 바람 부는 분위기가 lonely하게 다가온다,239,61,39,37,lonely
204,가만히 부엌의 쌀쌀한 공기가 warm하게 느껴진다,33,84,80,72,warm
205,저녁 도서관에 포근한 분위기가 grateful하게 다가온다,95,70,84,91,grateful
206,아침 베란다에 바람 부는 분위기가 natural하게 다가온다,66,41,83,73,natural
207,어느새 아침 도서관에서 안개 낀 기운이 스며드는 느낌이다,43,41,56,65,calm
208,어느새 서재의 흐린 공기가 natural하게 느껴진다,31,47,78,82,natural
209,살며시 거실의 흐린 공기가 energetic하게 느껴진다,83,100,95,99,energetic
210,문득 주말 도서관에서 안개 낀 기운이 흘러가는 느낌이다,54,96,100,95,happy
211,오후 사무실에 흐린 분위기가 angry하게 다가온다,355,95,90,68,angry
212,가만히 도서관의 비 오는 공기가 tired하게 느껴진다,47,51,39,35,tired
213,새벽 복도에 흐린 분위기가 energetic하게 다가온다,63,96,100,98,energetic
214,조용히 사무실의 바람 부는 공기가 tired하게 느껴진다,10,47,55,48,tired
215,조용히 아침 베란다에서 비 오는 기운이 맴도는 느낌이다,226,40,22,21,sleepy
216,가만히 거실의 쌀쌀한 공기가 lonely하게 느껴진다,244,58,32,32,lonely
217,문득 저녁 사무실에서 포근한 기운이 번지는 느낌이다,97,64,96,89,grateful
218,가만히 거실의 포근한 공기가 happy하게 느껴진다,56,96,94,94,happy
219,주말 복도에 비 오는 분위기가 warm하게 다가온다,39,83,74,56,warm
220,천천히 부엌의 쌀쌀한 공기가 anxious하게 느껴진다,208,80,60,45,anxious
221,가만히 저녁 복도에서 쌀쌀한 기운이 번지는 느낌이다,238,50,45,33,lonely
222,오후 부엌에 비 오는 분위기가 sad하게 다가온다,203,56,36,54,sad
223,어느새 저녁 도서관에서 바람 부는 기운이 번지는 느낌이다,47,81,89,93,happy
224,문득 아침 부엌에서 안개 낀 기운이 감싸는 느낌이다,359,53,32,37,uncomfortable
225,주말 서재에 흐린 분위기가 grateful하게 다가온다,84,69,87,88,grateful
226,천천히 오후 복도에서 바람 부는 기운이 흘러가는 느낌이다,17,44,37,36,tired
227,밤 부엌에 흐린 분위기가 grateful하게 다가온다,106,77,88,88,grateful
228,평일 방에 비 오는 분위기가 lonely하게 다가온다,235,53,32,28,lonely
229,저녁 도서관에 맑은 분위기가 natural하게 다가온다,69,42,80,84,natural
230,아침 부엌에 맑은 분위기가 anxious하게 다가온다,209,75,65,53,anxious
231,가만히 오후 방에서 쌀쌀한 기운이 감싸는 느낌이다,26,50,45,34,tired
232,가만히 거실의 쌀쌀한 공기가 tired하게 느껴진다,15,52,46,44,tired
233,오후 거실에 안개 낀 분위기가 energetic하게 다가온다,80,100,100,95,energetic
234,주말 부엌에 비 오는 분위기가 lonely하게 다가온다,220,69,34,36,lonely
235,조용히 낮 도서관에서 흐린 기운이 맴도는 느낌이다,48,80,88,85,happy
236,오후 도서관에 포근한 분위기가 warm하게 다가온다,28,86,87,66,warm
237,어느새 오후 거실에서 맑은 기운이 스며드는 느낌이다,220,60,33,29,lonely
238,낮 서재에 포근한 분위기가 sad하게 다가온다,227,60,41,51,sad
239,살며시 평일 서재에서 바람 부는 기운이 맴도는 느낌이다,273,99,87,78,romantic
240,살며시 복도의 비 오는 공기가 happy하게 느껴진다,78,83,92,76,happy
241,문득 밤 거실에서 흐린 기운이 감싸는 느낌이다,30,48,52,45,tired
242,오후 사무실에 포근한 분위기가 warm하게 다가온다,17,86,87,73,warm
243,어느새 도서관의 포근한 공기가 grateful하게 느껴진다,70,69,93,86,grateful
244,평일 사무실에 바람 부는 분위기가 tired하게 다가온다,48,50,44,31,tired
245,어느새 사무실의 포근한 공기가 angry하게 느껴진다,356,97,90,68,angry
246,문득 서재의 포근한 공기가 uncomfortable하게 느껴진다,353,55,32,29,uncomfortable
247,조용히 서재의 비 오는 공기가 angry하게 느껴진다,15,100,76,69,angry
248,조용히 주말 방에서 맑은 기운이 번지는 느낌이다,230,53,30,26,lonely
249,오후 사무실에 안개 낀 분위기가 focused하게 다가온다,209,84,78,75,focused
250,주말 서재에 쌀쌀한 분위기가 anxious하게 다가온다,189,64,46,55,anxious
251,평일 사무실에 포근한 분위기가 focused하게 다가온다,210,85,69,76,focused
252,조용히 주말 서재에서 쌀쌀한 기운이 흘러가는 느낌이다,38,38,80,85,natural
253,저녁 서재에 안개 낀 분위기가 tired하게 다가온다,38,55,43,41,tired
254,저녁 베란다에 흐린 분위기가 energetic하게 다가온다,74,97,96,90,energetic
255,어느새 밤 복도에서 흐린 기운이 머무는 느낌이다,82,98,99,99,energetic
256,문득 새벽 서재에서 비 오는 기운이 스며드는 느낌이다,273,100,84,67,romantic
257,밤 복도에 맑은 분위기가 anxious하게 다가온다,198,78,53,55,anxious
258,낮 복도에 바람 부는 분위기가 natural하게 다가온다,62,35,81,77,natural
259,살며시 주말 서재에서 흐린 기운이 맴도는 느낌이다,208,73,51,45,anxious
260,오후 부엌에 흐린 분위기가 angry하게 다가온다,358,98,78,83,angry
261,평일 방에 포근한 분위기가 focused하게 다가온다,195,87,69,69,focused
262,가만히 아침 방에서 비 오는 기운이 맴도는 느낌이다,276,100,77,61,romantic
263,문득 부엌의 비 오는 공기가 tired하게 느껴진다,32,44,53,47,tired
264,새벽 거실에 흐린 분위기가 grateful하게 다가온다,83,77,84,83,grateful
265,아침 베란다에 비 오는 분위기가 romantic하게 다가온다,269,98,90,76,romantic
266,어느새 평일 복도에서 안개 낀 기운이 흘러가는 느낌이다,89,62,83,91,grateful
267,평일 베란다에 포근한 분위기가 lonely하게 다가온다,239,55,33,40,lonely
268,조용히 서재의 맑은 공기가 tired하게 느껴진다,14,40,41,45,tired
269,밤 방에 비 오는 분위기가 romantic하게 다가온다,270,97,91,61,romantic
270,조용히 낮 사무실에서 바람 부는 기운이 스며드는 느낌이다,47,98,88,76,happy
271,가만히 아침 베란다에서 흐린 기운이 번지는 느낌이다,64,61,58,52,calm
272,낮 서재에 흐린 분위기가 anxious하게 다가온다,206,76,53,47,anxious
273,아침 서재에 비 오는 분위기가 lonely하게 다가온다,237,51,45,37,lonely
274,살며시 낮 복도에서 맑은 기운이 맴도는 느낌이다,38,64,55,65,calm
275,가만히 서재의 안개 낀 공기가 natural하게 느껴진다,38,49,79,75,natural
276,어느새 도서관의 안개 낀 공기가 anxious하게 느껴진다,205,63,64,41,anxious
277,평일 도서관에 안개 낀 분위기가 romantic하게 다가온다,269,90,81,73,romantic
278,오후 사무실에 바람 부는 분위기가 angry하게 다가온다,359,100,77,73,angry
279,저녁 베란다에 맑은 분위기가 romantic하게 다가온다,284,92,89,78,romantic
280,조용히 저녁 베란다에서 흐린 기운이 맴도는 느낌이다,73,95,98,85,happy
281,오후 복도에 흐린 분위기가 grateful하게 다가온다,94,79,97,83,grateful
282,저녁 거실에 포근한 분위기가 happy하게 다가온다,47,88,100,85,happy
283,주말 베란다에 안개 낀 분위기가 anxious하게 다가온다,200,60,47,60,anxious
284,밤 사무실에 쌀쌀한 분위기가 sleepy하게 다가온다,186,39,29,24,sleepy
285,가만히 오후 서재에서 맑은 기운이 맴도는 느낌이다,234,51,49,37,sad
286,낮 방에 비 오는 분위기가 uncomfortable하게 다가온다,352,42,28,43,uncomfortable
287,문득 서재의 흐린 공기가 anxious하게 느껴진다,198,62,50,42,anxious
288,천천히 밤 부엌에서 포근한 기운이 감싸는 느낌이다,19,95,89,62,warm
289,어느새 복도의 포근한 공기가 uncomfortable하게 느껴진다,16,57,23,27,uncomfortable
290,평일 사무실에 안개 낀 분위기가 natural하게 다가온다,34,48,86,78,natural
291,살며시 평일 도서관에서 비 오는 기운이 맴도는 느낌이다,20,58,42,50,tired
292,새벽 도서관에 맑은 분위기가 angry하게 다가온다,10,100,72,79,angry
293,가만히 오후 거실에서 바람 부는 기운이 맴도는 느낌이다,232,64,48,38,sad
294,조용히 오후 부엌에서 비 오는 기운이 번지는 느낌이다,23,54,49,30,tired
295,조용히 사무실의 안개 낀 공기가 romantic하게 느껴진다,275,97,89,72,romantic
296,문득 사무실의 맑은 공기가 angry하게 느껴진다,352,97,79,84,angry
297,저녁 도서관에 맑은 분위기가 happy하게 다가온다,74,95,93,94,happy
298,어느새 평일 도서관에서 비 오는 기운이 번지는 느낌이다,215,85,75,69,focused
299,낮 도서관에 맑은 분위기가 anxious하게 다가온다,198,79,54,48,anxious
300,살며시 복도의 쌀쌀한 공기가 energetic하게 느껴진다,70,95,100,92,energetic
301,문득 도서관의 안개 낀 공기가 sad하게 느껴진다,222,62,34,47,sad
302,주말 도서관에 안개 낀 분위기가 lonely하게 다가온다,246,63,44,29,lonely
303,아침 서재에 맑은 분위기가 sad하게 다가온다,206,46,35,47,sad
304,조용히 사무실의 포근한 공기가 warm하게 느껴진다,26,80,83,63,warm
305,어느새 낮 거실에서 바람 부는 기운이 머무는 느낌이다,221,26,33,30,sleepy
306,가만히 밤 부엌에서 쌀쌀한 기운이 흘러가는 느낌이다,10,56,52,45,tired
307,아침 서재에 맑은 분위기가 sleepy하게 다가온다,229,42,31,35,sleepy
308,가만히 아침 방에서 포근한 기운이 머무는 느낌이다,180,78,60,60,anxious
309,조용히 도서관의 안개 낀 공기가 happy하게 느껴진다,44,81,92,95,happy
310,가만히 거실의 흐린 공기가 uncomfortable하게 느껴진다,2,46,32,34,uncomfortable
311,가만히 아침 부엌에서 쌀쌀한 기운이 맴도는 느낌이다,191,78,66,73,focused
312,낮 도서관에 비 오는 분위기가 lonely하게 다가온다,232,70,42,41,lonely
313,살며시 저녁 부엌에서 바람 부는 기운이 감싸는 느낌이다,206,72,48,55,sad
314,문득 베란다의 맑은 공기가 romantic하게 느껴진다,288,96,90,67,romantic
315,어느새 베란다의 바람 부는 공기가 sleepy하게 느껴진다,235,29,19,26,sleepy
316,가만히 평일 부엌에서 안개 낀 기운이 번지는 느낌이다,233,56,43,44,sad
317,밤 부엌에 흐린 분위기가 warm하게 다가온다,35,87,84,57,warm
318,살며시 낮 베란다에서 바람 부는 기운이 흘러가는 느낌이다,22,48,48,46,calm
